sgRNA	gene	CTRL_ERS717283.plasmid	CTRL_AHumanV1scr_r1-altered	MOLM_rep_1	MOLM_rep_2	MV411_rep_1	MV411_rep_2	HL60_rep_1	HL60_rep_2	OCIAML2_rep_1	OCIAML2_rep_2	OCIAML3_rep_1	OCIAML3_rep_2
ATP4B_CCDS9539.1_ex5_13:114309233-114309256:-_5-5	ATP4B	508	598	236	660	1623	331	380	406	420	651	433	754
ATP4B_CCDS9539.1_ex4_13:114307672-114307695:-_5-1	ATP4B	414	434	294	389	232	148	368	402	228	299	190	395
ATP5A1_CCDS11927.1_ex7_18:43669672-43669695:+_5-3	ATP5A1	192	262	106	53	392	80	40	42	4	66	12	17
ATP5A1_CCDS11927.1_ex5_18:43667422-43667445:-_5-1	ATP5A1	386	482	11	36	55	278	188	114	98	64	78	215
ATP5A1_CCDS11927.1_ex9_18:43671699-43671722:-_5-5	ATP5A1	371	440	41	9	0	216	61	81	42	111	68	58
ATP5A1_CCDS11927.1_ex8_18:43669842-43669865:+_5-4	ATP5A1	302	387	0	83	0	50	25	106	43	44	55	54
ATP5A1_CCDS11927.1_ex7_18:43669558-43669581:+_5-2	ATP5A1	424	564	0	59	429	305	136	138	128	94	108	153
ATP5B_CCDS8924.1_ex9_12:57039621-57039644:+_5-5	ATP5B	417	523	226	42	290	271	198	251	170	189	319	326
ATP5B_CCDS8924.1_ex6_12:57037628-57037651:-_5-2	ATP5B	748	914	73	211	471	242	158	228	140	257	202	386
ATP5B_CCDS8924.1_ex8_12:57039063-57039086:+_5-4	ATP5B	611	688	141	588	36	352	187	194	194	183	133	306
ATP5B_CCDS8924.1_ex5_12:57037250-57037273:-_5-1	ATP5B	344	350	2	55	0	19	19	98	6	44	122	120
ATP5B_CCDS8924.1_ex8_12:57039005-57039028:-_5-3	ATP5B	404	622	118	95	159	351	92	74	4	111	163	375
ATP5C1_CCDS31142.1_ex2_10:7839051-7839074:-_5-1	ATP5C1	208	226	93	62	66	239	198	369	240	201	181	235
ATP5C1_CCDS31142.1_ex2_10:7839110-7839133:-_5-2	ATP5C1	320	399	5	0	13	156	173	134	147	168	189	276
ATP5C1_CCDS31142.1_ex4_10:7841783-7841806:-_5-5	ATP5C1	339	470	41	99	137	90	212	206	94	118	108	181
ATP5C1_CCDS31142.1_ex2_10:7839125-7839148:+_5-3	ATP5C1	70	74	2	12	0	15	20	26	8	12	47	14
ATP5C1_CCDS31142.1_ex3_10:7841018-7841041:-_5-4	ATP5C1	700	945	38	680	194	561	270	416	130	223	241	423
ATP5D_CCDS12058.1_ex1_19:1242494-1242517:-_5-4	ATP5D	596	696	186	159	266	182	288	447	165	153	319	257
ATP5D_CCDS12058.1_ex0_19:1241982-1242005:-_5-2	ATP5D	564	662	91	105	52	377	227	563	203	178	64	185
ATP5D_CCDS12058.1_ex1_19:1242462-1242485:+_5-3	ATP5D	440	543	2	93	124	160	255	210	205	283	219	182
ATP5D_CCDS12058.1_ex2_19:1244132-1244155:+_5-5	ATP5D	327	424	47	154	9	339	114	207	55	90	33	18
ATP5D_CCDS12058.1_ex0_19:1241956-1241979:-_5-1	ATP5D	213	238	0	42	0	63	54	34	18	53	34	15
ATP5F1_CCDS836.1_ex4_1:111999253-111999276:+_5-5	ATP5F1	137	208	7	558	125	15	70	112	126	96	136	176
ATP5F1_CCDS836.1_ex2_1:111996842-111996865:+_5-1	ATP5F1	39	63	0	0	83	175	16	12	37	17	12	0
ATP5F1_CCDS836.1_ex2_1:111996887-111996910:+_5-2	ATP5F1	688	814	229	175	382	737	424	416	355	356	674	620
ATP5F1_CCDS836.1_ex2_1:111996956-111996979:+_5-3	ATP5F1	78	99	1	0	0	0	32	21	36	56	0	9
ATP5F1_CCDS836.1_ex3_1:111998706-111998729:+_5-4	ATP5F1	501	585	64	86	748	118	158	175	186	210	149	240
ATP5G1_CCDS11539.1_ex2_17:46972517-46972540:-_5-2	ATP5G1	324	328	22	75	38	243	474	383	139	251	334	619
ATP5G1_CCDS11539.1_ex1_17:46971789-46971812:+_5-1	ATP5G1	211	296	989	66	205	713	176	185	233	398	349	442
ATP5G1_CCDS11539.1_ex2_17:46972579-46972602:-_5-5	ATP5G1	658	758	204	298	200	335	662	694	417	456	698	989
ATP5G1_CCDS11539.1_ex2_17:46972561-46972584:+_5-4	ATP5G1	503	662	205	233	60	501	174	202	241	235	264	318
ATP5G1_CCDS11539.1_ex2_17:46972540-46972563:-_5-3	ATP5G1	1115	1340	1213	473	729	1210	995	1290	841	1133	987	1360
ATP5G2_CCDS31812.1_ex2_12:54063686-54063709:-_6-5	ATP5G2	598	708	177	244	99	285	304	399	287	320	295	597
ATP5G2_CCDS31812.1_ex1_12:54063032-54063055:+_6-1	ATP5G2	197	239	25	18	0	39	83	74	80	29	114	110
ATP5G2_CCDS31812.1_ex1_12:54063073-54063096:+_6-2	ATP5G2	331	416	265	76	93	275	471	630	273	279	432	588
ATP5G2_CCDS31812.1_ex3_12:54066384-54066407:+_6-6	ATP5G2	342	455	419	179	156	306	507	347	369	397	289	568
ATP5G2_CCDS31812.1_ex2_12:54063653-54063676:-_6-4	ATP5G2	432	566	317	388	456	136	435	364	296	393	348	471
ATP5G3_CCDS2263.1_ex1_2:176043923-176043946:-_5-2	ATP5G3	170	164	152	201	90	220	186	306	154	177	253	221
ATP5G3_CCDS2263.1_ex2_2:176044826-176044849:+_5-4	ATP5G3	742	843	1026	1006	414	951	3068	2689	782	1059	827	919
ATP5G3_CCDS2263.1_ex1_2:176043956-176043979:-_5-3	ATP5G3	144	147	150	60	51	30	184	72	61	80	29	40
ATP5G3_CCDS2263.1_ex2_2:176044842-176044865:-_5-5	ATP5G3	477	523	526	193	57	623	529	271	365	364	288	437
ATP5G3_CCDS2263.1_ex1_2:176043891-176043914:+_5-1	ATP5G3	655	732	686	265	468	681	665	656	653	921	598	696
ATP5H_CCDS11712.1_ex3_17:73038310-73038333:-_5-3	ATP5H	322	323	323	123	5	118	132	68	71	81	183	109
ATP5H_CCDS11712.1_ex1_17:73035345-73035368:-_5-2	ATP5H	369	425	70	127	232	281	847	1116	279	326	409	350
ATP5H_CCDS11712.1_ex3_17:73038324-73038347:+_5-4	ATP5H	518	640	41	76	53	98	116	247	95	169	276	256
ATP5H_CCDS11712.1_ex4_17:73038646-73038669:+_5-5	ATP5H	248	259	98	130	136	202	83	77	112	143	127	131
ATP5I_CCDS3337.1_ex2_4:667689-667712:+_2-2	ATP5I	686	777	432	321	265	526	402	336	274	281	200	124
ATP5I_CCDS3337.1_ex1_4:667163-667186:-_2-1	ATP5I	278	279	156	337	29	240	248	155	230	361	295	248
ATP5J_CCDS13574.1_ex1_21:27097652-27097675:-_6-3	ATP5J	20	36	0	0	0	0	23	25	8	31	14	25
ATP5J_CCDS13574.1_ex2_21:27101971-27101994:+_6-4	ATP5J	101	140	0	0	0	4	22	21	3	6	46	52
ATP5J_CCDS13574.1_ex2_21:27102028-27102051:-_6-6	ATP5J	358	441	41	131	0	124	94	202	110	137	64	65
ATP5J_CCDS13574.1_ex1_21:27097625-27097648:+_6-2	ATP5J	323	348	96	321	211	636	96	212	154	401	466	599
ATP5J_CCDS13574.1_ex2_21:27102014-27102037:-_6-5	ATP5J	268	325	100	269	21	59	258	174	80	161	214	249
ATP5J_CCDS13574.1_ex1_21:27097611-27097634:-_6-1	ATP5J	238	304	24	343	26	186	270	416	184	182	152	119
ATP5J2_CCDS47654.1_ex1_7:99056820-99056843:-_7-1	ATP5J2	330	398	18	89	0	40	38	56	42	57	348	376
ATP5J2_CCDS47654.1_ex1_7:99056856-99056879:+_7-2	ATP5J2	43	36	10	0	0	0	13	20	16	0	0	9
ATP5J2_CCDS34692.1_ex1_7:99057716-99057739:+_7-4	ATP5J2	384	519	291	58	84	480	637	856	114	277	60	118
ATP5J2_CCDS34692.1_ex1_7:99057731-99057754:-_7-5	ATP5J2	218	313	909	73	29	185	136	142	74	168	55	97
ATP5J2_CCDS47654.1_ex1_7:99056875-99056898:-_7-3	ATP5J2	275	327	75	17	22	67	193	95	76	86	19	49
ATP5J2_CCDS34692.1_ex1_7:99057760-99057783:-_7-7	ATP5J2	536	695	140	186	0	111	520	431	142	218	109	296
ATP5J2_CCDS34692.1_ex1_7:99057746-99057769:+_7-6	ATP5J2	554	769	24	83	57	499	197	166	128	125	254	300
ATP5J2-PTCD1_CCDS56496.1_ex4_7:99027228-99027251:+_5-1	ATP5J2-PTCD1	1546	1717	860	195	169	1027	891	903	289	516	441	612
ATP5J2-PTCD1_CCDS56496.1_ex6_7:99032473-99032496:-_5-4	ATP5J2-PTCD1	513	417	211	103	266	334	288	240	136	204	190	189
ATP5J2-PTCD1_CCDS56496.1_ex6_7:99032675-99032698:+_5-3	ATP5J2-PTCD1	597	748	364	428	350	479	474	361	649	750	393	641
ATP5J2-PTCD1_CCDS56496.1_ex6_7:99032553-99032576:+_5-5	ATP5J2-PTCD1	540	698	948	167	209	250	162	324	198	249	105	146
ATP5J2-PTCD1_CCDS56496.1_ex6_7:99032451-99032474:-_5-2	ATP5J2-PTCD1	407	554	451	72	99	504	134	122	46	83	133	277
ATP5L_CCDS8397.1_ex1_11:118277764-118277787:+_5-4	ATP5L	261	279	0	0	0	188	77	58	83	142	77	21
ATP5L_CCDS8397.1_ex1_11:118277691-118277714:+_5-2	ATP5L	558	541	21	161	71	206	174	295	168	139	188	234
ATP5L_CCDS8397.1_ex1_11:118277669-118277692:+_5-1	ATP5L	276	329	9	83	108	88	85	145	179	293	283	248
ATP5L_CCDS8397.1_ex1_11:118277725-118277748:-_5-3	ATP5L	1023	1140	183	67	98	559	289	317	159	300	203	330
ATP5L2_CCDS54534.1_ex0_22:43036187-43036210:-_5-5	ATP5L2	517	534	138	42	293	284	703	494	482	622	312	503
ATP5L2_CCDS54534.1_ex0_22:43036157-43036180:+_5-3	ATP5L2	429	480	342	285	42	491	353	676	175	221	119	206
ATP5L2_CCDS54534.1_ex0_22:43036092-43036115:-_5-1	ATP5L2	296	387	0	106	12	46	45	54	27	79	36	34
ATP5L2_CCDS54534.1_ex0_22:43036174-43036197:-_5-4	ATP5L2	452	440	149	256	319	552	513	565	340	410	306	481
ATP5O_CCDS13634.1_ex3_21:35281449-35281472:+_5-4	ATP5O	92	113	0	0	31	7	14	56	13	60	28	36
ATP5O_CCDS13634.1_ex3_21:35281384-35281407:+_5-3	ATP5O	233	230	98	172	413	441	355	361	264	202	166	379
ATP5O_CCDS13634.1_ex4_21:35284677-35284700:+_5-5	ATP5O	157	234	26	98	0	245	56	34	25	63	24	58
ATP5O_CCDS13634.1_ex2_21:35279661-35279684:+_5-1	ATP5O	545	742	0	116	304	563	268	198	125	147	112	164
ATP5O_CCDS13634.1_ex2_21:35279717-35279740:-_5-2	ATP5O	196	231	12	44	98	108	93	228	83	78	28	15
ATP5S_CCDS32075.1_ex2_14:50789227-50789250:+_5-2	ATP5S	458	492	718	349	778	405	236	320	430	315	499	626
ATP5S_CCDS32075.1_ex2_14:50789300-50789323:+_5-5	ATP5S	490	618	337	356	892	489	523	556	352	438	486	746
ATP5S_CCDS32075.1_ex2_14:50789274-50789297:+_5-4	ATP5S	983	1208	399	1171	586	1449	814	1140	778	1047	641	812
ATP5S_CCDS32075.1_ex2_14:50789246-50789269:+_5-3	ATP5S	382	433	80	183	234	2337	371	435	217	422	302	495
ATP5S_CCDS32075.1_ex1_14:50788239-50788262:+_5-1	ATP5S	155	211	144	259	146	75	48	144	153	119	230	292
ATP5SL_CCDS33032.1_ex2_19:41939486-41939509:-_5-1	ATP5SL	609	720	421	321	1113	639	493	563	715	1001	525	825
ATP5SL_CCDS33032.1_ex4_19:41944180-41944203:-_5-5	ATP5SL	197	296	3	0	114	34	85	104	118	114	103	160
ATP5SL_CCDS33032.1_ex2_19:41939539-41939562:-_5-2	ATP5SL	153	155	114	169	0	23	8	47	54	63	62	164
ATP5SL_CCDS33032.1_ex4_19:41944150-41944173:-_5-4	ATP5SL	206	261	23	30	139	167	236	339	145	192	102	38
ATP5SL_CCDS33032.1_ex2_19:41939553-41939576:-_5-3	ATP5SL	296	339	68	56	362	54	359	236	104	90	69	123
ATP6AP1_CCDS35451.1_ex3_X:153660639-153660662:+_5-3	ATP6AP1	761	818	26	157	348	463	835	874	453	549	276	407
ATP6AP1_CCDS35451.1_ex1_X:153657406-153657429:+_5-1	ATP6AP1	425	448	105	18	159	64	83	59	67	126	35	64
ATP6AP1_CCDS35451.1_ex5_X:153662017-153662040:+_5-4	ATP6AP1	242	265	0	92	24	55	45	81	13	29	10	0
ATP6AP1_CCDS35451.1_ex1_X:153657456-153657479:+_5-2	ATP6AP1	942	1138	950	276	86	866	201	207	227	235	201	195
ATP6AP1_CCDS35451.1_ex6_X:153662555-153662578:+_5-5	ATP6AP1	814	973	560	1288	176	842	383	434	374	486	448	531
ATP6AP1L_CCDS34196.1_ex2_5:81608614-81608637:-_5-5	ATP6AP1L	921	1085	832	603	770	1112	1729	1406	752	844	645	951
ATP6AP1L_CCDS34196.1_ex2_5:81608532-81608555:+_5-3	ATP6AP1L	590	682	245	509	83	426	565	523	365	553	508	535
ATP6AP1L_CCDS34196.1_ex2_5:81608462-81608485:-_5-2	ATP6AP1L	230	292	17	38	49	45	133	217	127	122	165	274
ATP6AP1L_CCDS34196.1_ex1_5:81606008-81606031:+_5-1	ATP6AP1L	109	139	242	78	56	81	44	27	88	153	47	108
ATP6AP1L_CCDS34196.1_ex2_5:81608559-81608582:+_5-4	ATP6AP1L	683	703	468	210	886	623	713	581	507	745	567	618
ATP6AP2_CCDS14252.1_ex2_X:40450479-40450502:+_5-2	ATP6AP2	491	527	399	101	310	184	406	424	446	419	262	372
ATP6AP2_CCDS14252.1_ex2_X:40450566-40450589:+_5-4	ATP6AP2	799	1142	1	235	685	1090	390	300	230	289	232	186
ATP6AP2_CCDS14252.1_ex2_X:40450526-40450549:+_5-3	ATP6AP2	631	740	32	11	114	282	290	403	122	225	300	242
ATP6AP2_CCDS14252.1_ex4_X:40456885-40456908:-_5-5	ATP6AP2	0	0	0	0	0	0	0	0	0	0	0	0
ATP6AP2_CCDS14252.1_ex1_X:40448293-40448316:+_5-1	ATP6AP2	122	128	0	16	53	46	44	21	2	7	14	22
ATP6V0A1_CCDS11426.1_ex9_17:40642633-40642656:+_5-5	ATP6V0A1	103	125	78	99	121	12	74	39	46	111	24	64
ATP6V0A1_CCDS11426.1_ex2_17:40620056-40620079:+_5-1	ATP6V0A1	387	509	385	48	1145	124	299	302	288	318	171	210
ATP6V0A1_CCDS11426.1_ex6_17:40632679-40632702:-_5-4	ATP6V0A1	782	818	115	785	172	836	468	374	415	587	652	633
ATP6V0A1_CCDS11426.1_ex5_17:40630529-40630552:+_5-3	ATP6V0A1	665	766	508	230	1347	326	687	719	527	675	557	678
ATP6V0A1_CCDS11426.1_ex2_17:40620101-40620124:-_5-2	ATP6V0A1	540	649	488	202	120	712	483	402	443	443	495	869
ATP6V0A2_CCDS9254.1_ex5_12:124212406-124212429:-_5-2	ATP6V0A2	444	533	174	93	198	147	480	518	282	445	284	468
ATP6V0A2_CCDS9254.1_ex0_12:124197216-124197239:-_5-1	ATP6V0A2	394	398	28	23	232	204	281	224	172	177	187	178
ATP6V0A2_CCDS9254.1_ex7_12:124220086-124220109:-_5-3	ATP6V0A2	357	386	253	73	233	381	485	506	147	199	156	264
ATP6V0A2_CCDS9254.1_ex9_12:124228403-124228426:+_5-5	ATP6V0A2	433	581	208	183	278	349	345	408	269	440	175	245
ATP6V0A2_CCDS9254.1_ex8_12:124221651-124221674:-_5-4	ATP6V0A2	725	896	269	255	168	334	732	921	465	734	312	527
ATP6V0A4_CCDS5849.1_ex17_7:138453533-138453556:+_5-5	ATP6V0A4	805	881	533	285	702	1003	638	632	832	1064	868	1060
ATP6V0A4_CCDS5849.1_ex11_7:138437381-138437404:+_5-2	ATP6V0A4	753	760	328	458	1397	572	763	786	758	1133	555	567
ATP6V0A4_CCDS5849.1_ex10_7:138433923-138433946:-_5-1	ATP6V0A4	537	560	414	189	112	392	761	733	572	770	535	559
ATP6V0A4_CCDS5849.1_ex14_7:138444551-138444574:-_5-4	ATP6V0A4	844	908	615	531	92	554	778	785	652	954	778	848
ATP6V0A4_CCDS5849.1_ex11_7:138437420-138437443:-_5-3	ATP6V0A4	575	605	701	225	477	236	306	278	279	350	355	347
ATP6V0B_CCDS41315.1_ex2_1:44442309-44442332:+_5-2	ATP6V0B	392	706	277	718	90	360	101	98	139	165	352	277
ATP6V0B_CCDS41315.1_ex1_1:44441993-44442016:-_5-1	ATP6V0B	642	640	52	37	0	359	196	196	258	404	227	309
ATP6V0B_CCDS41315.1_ex4_1:44442692-44442715:-_5-5	ATP6V0B	435	566	1442	378	632	557	539	496	672	918	520	698
ATP6V0B_CCDS41315.1_ex3_1:44442454-44442477:-_5-3	ATP6V0B	1118	1149	1536	433	122	983	674	639	705	696	438	531
ATP6V0B_CCDS41315.1_ex3_1:44442474-44442497:+_5-4	ATP6V0B	430	527	0	120	94	118	110	120	95	211	119	96
ATP6V0C_CCDS10470.1_ex1_16:2569300-2569323:+_5-4	ATP6V0C	560	643	0	109	0	245	91	46	90	66	125	100
ATP6V0C_CCDS10470.1_ex1_16:2569327-2569350:+_5-5	ATP6V0C	741	784	121	232	209	289	415	420	128	186	128	150
ATP6V0C_CCDS10470.1_ex1_16:2569219-2569242:-_5-1	ATP6V0C	559	601	172	36	17	520	107	176	164	182	108	117
ATP6V0C_CCDS10470.1_ex1_16:2569235-2569258:+_5-2	ATP6V0C	312	395	97	33	209	139	27	20	41	44	21	33
ATP6V0C_CCDS10470.1_ex1_16:2569266-2569289:-_5-3	ATP6V0C	394	522	0	149	0	103	137	27	87	104	101	92
ATP6V0D1_CCDS10838.1_ex7_16:67514859-67514882:-_5-5	ATP6V0D1	327	402	4	96	6	37	43	81	34	24	80	85
ATP6V0D1_CCDS10838.1_ex5_16:67478498-67478521:+_5-1	ATP6V0D1	439	446	0	17	23	687	90	96	92	102	100	135
ATP6V0D1_CCDS10838.1_ex6_16:67487522-67487545:-_5-4	ATP6V0D1	257	251	23	174	26	21	30	24	39	49	33	18
ATP6V0D1_CCDS10838.1_ex6_16:67487490-67487513:-_5-3	ATP6V0D1	557	627	2	45	32	95	126	205	40	122	17	134
ATP6V0D1_CCDS10838.1_ex6_16:67487445-67487468:+_5-2	ATP6V0D1	232	272	0	24	23	695	77	48	143	50	33	110
ATP6V0D2_CCDS6241.1_ex2_8:87151840-87151863:-_5-5	ATP6V0D2	119	158	84	57	157	60	81	38	83	76	90	149
ATP6V0D2_CCDS6241.1_ex2_8:87151773-87151796:-_5-4	ATP6V0D2	147	128	14	9	1	267	175	178	34	132	33	130
ATP6V0D2_CCDS6241.1_ex2_8:87151681-87151704:-_5-3	ATP6V0D2	95	98	52	33	55	132	151	232	93	126	121	60
ATP6V0D2_CCDS6241.1_ex1_8:87125996-87126019:-_5-2	ATP6V0D2	103	106	349	166	97	152	109	109	204	146	28	72
ATP6V0D2_CCDS6241.1_ex0_8:87111317-87111340:-_5-1	ATP6V0D2	337	359	64	185	268	456	223	403	91	173	236	380
ATP6V0E1_CCDS4383.1_ex1_5:172421774-172421797:+_5-3	ATP6V0E1	23	31	0	0	57	41	3	0	24	65	0	40
ATP6V0E1_CCDS4383.1_ex0_5:172410942-172410965:+_5-1	ATP6V0E1	240	267	0	282	531	89	115	189	230	409	221	286
ATP6V0E1_CCDS4383.1_ex2_5:172447237-172447260:+_5-5	ATP6V0E1	402	383	77	63	190	95	272	204	366	397	469	634
ATP6V0E1_CCDS4383.1_ex1_5:172421788-172421811:-_5-4	ATP6V0E1	198	251	10	24	146	68	88	84	198	363	235	201
ATP6V0E1_CCDS4383.1_ex0_5:172410961-172410984:-_5-2	ATP6V0E1	409	461	0	90	168	266	151	120	304	422	455	504
ATP6V0E2_CCDS47742.1_ex0_7:149571152-149571175:-_5-1	ATP6V0E2	466	535	224	452	146	134	463	354	466	643	381	672
ATP6V0E2_CCDS47742.1_ex0_7:149571235-149571258:+_5-4	ATP6V0E2	512	619	269	182	293	816	591	401	441	368	282	416
ATP6V0E2_CCDS47742.1_ex0_7:149571248-149571271:-_5-5	ATP6V0E2	309	293	179	73	126	175	251	302	163	276	163	256
ATP6V0E2_CCDS47742.1_ex0_7:149571221-149571244:-_5-3	ATP6V0E2	446	554	447	307	465	769	616	664	440	462	518	689
ATP6V0E2_CCDS47742.1_ex0_7:149571174-149571197:-_5-2	ATP6V0E2	201	227	154	259	121	332	181	147	170	223	95	102
ATP6V1A_CCDS2976.1_ex2_3:113503171-113503194:-_5-3	ATP6V1A	415	509	56	257	268	297	99	132	66	101	247	350
ATP6V1A_CCDS2976.1_ex1_3:113499975-113499998:+_5-1	ATP6V1A	416	365	15	32	15	113	191	178	64	76	229	235
ATP6V1A_CCDS2976.1_ex4_3:113505118-113505141:+_5-5	ATP6V1A	320	337	1	181	13	536	65	28	107	125	44	129
ATP6V1A_CCDS2976.1_ex3_3:113503539-113503562:+_5-4	ATP6V1A	218	254	10	16	16	183	56	113	4	30	32	46
ATP6V1A_CCDS2976.1_ex2_3:113503084-113503107:+_5-2	ATP6V1A	528	686	133	100	0	157	128	52	37	93	18	100
ATP6V1B1_CCDS1912.1_ex2_2:71185257-71185280:-_5-2	ATP6V1B1	649	748	358	838	881	2329	522	612	627	697	558	738
ATP6V1B1_CCDS1912.1_ex4_2:71186164-71186187:+_5-4	ATP6V1B1	398	603	401	454	792	309	541	438	464	644	275	414
ATP6V1B1_CCDS1912.1_ex0_2:71163191-71163214:-_5-1	ATP6V1B1	571	788	445	475	380	454	701	563	382	468	371	365
ATP6V1B1_CCDS1912.1_ex3_2:71185499-71185522:-_5-3	ATP6V1B1	213	229	86	97	83	164	131	94	191	183	312	420
ATP6V1B1_CCDS1912.1_ex5_2:71187139-71187162:+_5-5	ATP6V1B1	736	820	678	543	788	979	576	691	811	957	587	770
ATP6V1B2_CCDS6014.1_ex5_8:20068737-20068760:+_5-4	ATP6V1B2	508	611	60	124	61	179	233	290	169	168	161	236
ATP6V1B2_CCDS6014.1_ex3_8:20067909-20067932:+_5-2	ATP6V1B2	354	427	38	0	0	226	37	31	14	36	38	66
ATP6V1B2_CCDS6014.1_ex6_8:20069209-20069232:+_5-5	ATP6V1B2	55	60	0	8	0	32	0	19	5	23	2	9
ATP6V1B2_CCDS6014.1_ex2_8:20066966-20066989:-_5-1	ATP6V1B2	146	195	10	78	45	455	253	92	152	222	212	163
ATP6V1B2_CCDS6014.1_ex4_8:20068096-20068119:+_5-3	ATP6V1B2	175	227	318	0	42	122	37	32	75	78	63	152
ATP6V1C1_CCDS6296.1_ex6_8:104068091-104068114:+_5-4	ATP6V1C1	590	744	212	189	87	104	347	349	201	312	391	348
ATP6V1C1_CCDS6296.1_ex1_8:104054596-104054619:+_5-2	ATP6V1C1	226	251	74	172	5	77	248	153	133	147	129	131
ATP6V1C1_CCDS6296.1_ex1_8:104054557-104054580:+_5-1	ATP6V1C1	398	385	39	324	239	498	289	256	145	254	167	326
ATP6V1C1_CCDS6296.1_ex3_8:104063290-104063313:+_5-3	ATP6V1C1	11	3	0	0	0	0	9	1	0	0	0	13
ATP6V1C1_CCDS6296.1_ex6_8:104068150-104068173:-_5-5	ATP6V1C1	1	0	0	0	0	0	0	0	0	0	0	0
ATP6V1C2_CCDS1674.1_ex3_2:10904452-10904475:-_5-4	ATP6V1C2	30	39	8	53	0	84	47	6	14	0	0	2
ATP6V1C2_CCDS1674.1_ex2_2:10894174-10894197:+_5-3	ATP6V1C2	260	304	66	285	93	300	278	218	198	200	203	193
ATP6V1C2_CCDS1674.1_ex3_2:10904518-10904541:-_5-5	ATP6V1C2	518	644	739	541	364	555	685	635	496	586	481	457
ATP6V1C2_CCDS1674.1_ex2_2:10894138-10894161:+_5-2	ATP6V1C2	110	130	54	0	208	86	96	75	38	64	63	147
ATP6V1C2_CCDS1674.1_ex1_2:10866673-10866696:+_5-1	ATP6V1C2	408	475	111	324	183	767	651	778	541	500	356	486
ATP6V1D_CCDS9780.1_ex4_14:67814136-67814159:+_5-3	ATP6V1D	14	24	0	7	0	0	10	0	0	0	0	0
ATP6V1D_CCDS9780.1_ex6_14:67817388-67817411:+_5-4	ATP6V1D	391	537	474	274	1486	485	439	563	578	651	516	582
ATP6V1D_CCDS9780.1_ex3_14:67812572-67812595:-_5-2	ATP6V1D	117	128	0	20	31	8	12	36	22	77	8	4
ATP6V1D_CCDS9780.1_ex7_14:67819638-67819661:-_5-5	ATP6V1D	0	1	0	0	0	0	0	0	0	0	0	0
ATP6V1D_CCDS9780.1_ex3_14:67812557-67812580:-_5-1	ATP6V1D	414	480	0	133	17	280	102	111	91	82	163	269
ATP6V1E1_CCDS13745.1_ex5_22:18095613-18095636:+_5-5	ATP6V1E1	154	161	137	60	104	106	55	472	94	228	69	95
ATP6V1E1_CCDS13745.1_ex5_22:18095582-18095605:+_5-4	ATP6V1E1	648	822	47	248	374	325	579	758	402	534	415	436
ATP6V1E1_CCDS13745.1_ex3_22:18082842-18082865:+_5-2	ATP6V1E1	415	534	0	101	694	87	82	64	56	155	66	96
ATP6V1E1_CCDS13745.1_ex3_22:18082817-18082840:+_5-1	ATP6V1E1	254	311	15	5	22	53	44	22	39	153	144	140
ATP6V1E1_CCDS13745.1_ex5_22:18095564-18095587:+_5-3	ATP6V1E1	79	87	0	11	184	46	39	12	15	13	51	36
ATP6V1E2_CCDS1826.1_ex0_2:46739607-46739630:+_5-4	ATP6V1E2	326	391	459	963	305	325	473	429	424	539	315	643
ATP6V1E2_CCDS1826.1_ex0_2:46739696-46739719:+_5-5	ATP6V1E2	509	564	1201	649	165	369	315	350	480	715	252	500
ATP6V1E2_CCDS1826.1_ex0_2:46739372-46739395:+_5-1	ATP6V1E2	489	557	553	273	1100	785	523	389	510	597	247	349
ATP6V1E2_CCDS1826.1_ex0_2:46739440-46739463:+_5-2	ATP6V1E2	304	378	328	211	583	684	469	620	343	660	206	542
ATP6V1E2_CCDS1826.1_ex0_2:46739579-46739602:+_5-3	ATP6V1E2	753	870	421	880	813	811	1148	1409	835	1207	678	860
ATP6V1F_CCDS56511.1_ex2_7:128505442-128505465:-_5-4	ATP6V1F	281	283	179	80	74	265	193	236	366	416	231	291
ATP6V1F_CCDS56511.1_ex0_7:128503053-128503076:-_5-1	ATP6V1F	354	464	22	117	149	65	230	168	127	210	250	150
ATP6V1F_CCDS56511.1_ex2_7:128505469-128505492:+_5-5	ATP6V1F	318	447	68	7	51	173	160	213	90	184	146	181
ATP6V1F_CCDS56511.1_ex0_7:128503099-128503122:+_5-2	ATP6V1F	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1F_CCDS56511.1_ex2_7:128505423-128505446:+_5-3	ATP6V1F	108	126	0	47	87	152	17	66	34	63	57	48
ATP6V1G1_CCDS6807.1_ex1_9:117354913-117354936:+_5-3	ATP6V1G1	470	575	67	345	22	344	195	220	265	225	155	257
ATP6V1G1_CCDS6807.1_ex2_9:117359859-117359882:-_5-5	ATP6V1G1	640	690	1036	945	957	1472	582	760	674	919	605	775
ATP6V1G1_CCDS6807.1_ex1_9:117354879-117354902:+_5-2	ATP6V1G1	608	669	25	27	44	497	89	194	62	130	71	146
ATP6V1G1_CCDS6807.1_ex2_9:117359843-117359866:+_5-4	ATP6V1G1	561	750	7	85	181	192	189	185	159	223	136	153
ATP6V1G1_CCDS6807.1_ex1_9:117354822-117354845:+_5-1	ATP6V1G1	226	303	87	0	0	118	19	45	69	46	20	59
ATP6V1G2_CCDS4698.1_ex1_6:31513957-31513980:+_7-6	ATP6V1G2	1125	1165	817	1574	633	749	1060	1143	928	1145	1015	1253
